context,next_word,probability
"('ตอ', 'ย่า')",แกง,0.00852600780983293
"('กลัว', 'โดน')",แกง,0.02763442664792613
"('ล่ะ', 'แก')",แกง,0.004375809375809375
"('กลัว', 'โดน', 'ล่ะ', 'แก')",แกง,0.0043695363420134066
"('แรง', 'มาก')",แกง,0.03972174498490288
"('พี่', 'อยาก')",แกง,0.006007300614325911
"('หนู', 'แยก')",แกง,0.004345892540461863
"('พี่', 'อยาก', 'หนู', 'แยก')",แกง,0.004339880468220803
"('ต', 'มึง')",แกง,0.007604634933507811
"('กุ', 'สุด')",แกง,0.004325730192066827
"('ต', 'มึง', 'กุ', 'สุด')",แกง,0.004319859993888935
"('นอ', 'ส')",แกง,0.0059508581022160514
"('นอ', 'ส', 'มาก')",แกง,0.03605046448959331
"('ทวิ', 'ต', 'แรง', 'มาก')",แกง,0.03938081702300717
"('สัญญาณ',)",แกง,0.006392384034208283
"('สัญญาณ', 'แรง', 'มาก')",แกง,0.03937795878585352
"('คุณ', 'อย่า')",แกง,0.036429180949544164
"('ผม',)",แกง,0.006383834321906102
"('คุณ', 'อย่า', 'ผม')",แกง,0.005096946354191591
"('เหมือน', 'โดน')",แกง,0.02722725822305065
"('ปก',)",แกง,0.006375383736703077
"('เหมือน', 'โดน', 'ปก')",แกง,0.005091345242931117
"('แต่', 'ก็')",แกง,0.005928188726558994
"('โดน', 'แต่', 'ก็')",แกง,0.0059254283392214425
"('เล็ก', 'แอบ')",แกง,0.005922683770722502
"('พี่สาว', 'ป่ะ')",แกง,0.004277918760677382
"('เล็ก', 'แอบ', 'พี่สาว', 'ป่ะ')",แกง,0.004272507505266126
"('เว่อ',)",แกง,0.006322415329768271
"('ทวิ', 'ต', 'เว่อ')",แกง,0.005056142776016468
"('ร', 'ไม่')",แกง,0.021316710054235796
"('ชั้น', 'อยาก')",แกง,0.005890442675861069
"('ร', 'ไม่', 'ชั้น', 'อยาก')",แกง,0.0058878051277258155
"('เด็ก',)",แกง,0.006306455166336197
"('อย่า', 'เด็ก')",แกง,0.0058878051277258155
"('หรอ', 'ไม่')",แกง,0.02130879728460817
"('กัน', 'นะ')",แกง,0.004256636504758254
"('หรอ', 'ไม่', 'กัน', 'นะ')",แกง,0.004254042915074517
"('ชาวบ้าน', 'เค้า')",แกง,0.0042434145375321855
"('หา', 'ชาวบ้าน', 'เค้า')",แกง,0.004238298924681766
"('มาก', 'โดน')",แกง,0.026954895572579258
"('ให้', 'มา')",แกง,0.01216863058968322
"('มาก', 'โดน', 'ให้', 'มา')",แกง,0.012166121683064725
"('ฟ้า', 'ก็ช่าง')",แกง,0.005846281016213043
"('นะคะ',)",แกง,0.00624416899906704
"('ฟ้า', 'ก็ช่าง', 'นะคะ')",แกง,0.005004179590307613
"('ฟ้า', 'อย่า')",แกง,0.036068192525853436
"('นาน',)",แกง,0.006236744432661718
"('ฟ้า', 'อย่า', 'นาน')",แกง,0.004999256743622288
"('ต', 'มัน')",แกง,0.009861016421086511
"('กัน', 'นี่')",แกง,0.005834006800412691
"('อย่า', 'กัน', 'นี่')",แกง,0.005831591551497138
"('ไม่', 'ไหว')",แกง,0.00503856299697106
"('โดน', 'แม่')",แกง,0.007380082880082881
"('ค่ะ', 'แม่')",แกง,0.0073777188138890275
"('โดน', 'แม่', 'ค่ะ', 'แม่')",แกง,0.007375367289160393
"('พิ้ง', 'อย่า')",แกง,0.03589866923200257
"('พิ้ง', 'อย่า', 'น้อง')",แกง,0.01664751620156875
"('ฟ้า', 'หยุด')",แกง,0.008970951076214236
"('เดี่ยว', 'นี้')",แกง,0.005794638276864407
"('ฟ้า', 'หยุด', 'เดี่ยว', 'นี้')",แกง,0.00579234798723438
"('ทิก', 'ห้าม')",แกง,0.005790069657341325
"('หนู', 'อีก')",แกง,0.004169680216403518
"('ทิก', 'ห้าม', 'หนู', 'อีก')",แกง,0.004165182519224473
"('ที่แล้ว', 'โดน')",แกง,0.026677558141306432
"('ตลอดไป', 'มี')",แกง,0.0041529141708433505
"('ที่แล้ว', 'โดน', 'ตลอดไป', 'มี')",แกง,0.004148508496334583
"('ม', 'เลิก')",แกง,0.007320705597728078
"('น้อง', 'ได้')",แกง,0.007318530814771417
"('ม', 'เลิก', 'น้อง', 'ได้')",แกง,0.0073163670994125
"('ตัวเอง', 'ทำไม')",แกง,0.008980796435972396
"('มาก', 'ค่ะ')",แกง,0.00731207253525708
"('มาก', 'ค่ะ', 'ตัวเอง', 'ทำไม')",แกง,0.008976523589059955
"('ขนาด', 'นี่')",แกง,0.0057282604511823655
"('ตรงไหน', 'นน')",แกง,0.004123586724089238
"('ขนาด', 'นี่', 'ตรงไหน', 'นน')",แกง,0.004119399119399119
"('ทุก', 'คลิป')",แกง,0.0041096532105850915
"('โดน', 'ทุก', 'คลิป')",แกง,0.004105527874628045
"('หนู', 'ใช่')",แกง,0.0041034805234909455
"('ไม่', 'ได้', 'หนู', 'ใช่')",แกง,0.004101443282729832
"('แก', 'อย่า')",แกง,0.03526603526603527
"('พี่', 'จ๋า')",แกง,0.004087796734855559
"('แก', 'อย่า', 'พี่', 'จ๋า')",แกง,0.004083811400884572
"('ๆๆ', 'อย่า')",แกง,0.03595403517094504
"('ไหม', 'ยังไง')",แกง,0.005652120834102153
"('จะ', 'ไหม', 'ยังไง')",แกง,0.005650161847446771
"('ก็', 'พอ')",แกง,0.005648212324495037
"('อย่า', 'ก็', 'พอ')",แกง,0.005646272196834636
"('ให้', 'สุด')",แกง,0.004072085322085322
"('จะ', 'ให้', 'สุด')",แกง,0.0040701637823939985
"('เน็ต', 'อย่า')",แกง,0.03510506332454821
"('ถือว่า', 'ขอ')",แกง,0.0040588254627549275
"('เน็ต', 'อย่า', 'ถือว่า', 'ขอ')",แกง,0.004055046151836687
"('มัน', 'มาก')",แกง,0.03537941610485013
"('เปล่า', 'เนี่ย')",แกง,0.004881108147164421
"('จะ', 'ไม่', 'ลูก')",แกง,0.012333409292925751
