date,content,username
2015-02-05 06:06:25+00:00,อีกสองคาบเลิกเรียน ตั้งใจเรียนแปป #จกตา ถถถถ นอนแปปฝันเด,khunpop_pk
2015-01-29 06:56:54+00:00,ครูแม่ง18+-0- ปอรับไม่ล่ายยย #จกตา,khunpop_pk
2015-01-17 12:44:18+00:00,@mmindp อุ้ยย สะดุ้ง5555555 เอาเงินไปซื้อเครื่องออกกำลังกายกันเถอะเพื่อน #จกตา,lowperrrrrrr
2015-01-16 11:15:23+00:00,@mildmelomelo คัล มาก#ว่างหรอ ว่าน ?? #จกตา,tm_papika
2015-01-09 14:30:18+00:00,ยุคมนุษย์สร้างภาพ ต่อหน้าลับหลัง #จกตา http://t.co/O1inH7jd4N,ThanyapornFern
2015-01-06 08:49:05+00:00,เดอะ ซิมส์เป็นหอยหลอดอะไร? เด้งทุก 3 นาที กูสร้างเซฮุนมา 3 วันแล้วนะ #จกตา,hms0611
2014-12-30 06:29:29+00:00,หรอครับ ที่พูดกับผมเมื่อกี้ หวังดีหรอครับ? วู้ววววววววว ขอบคุณนะ !!! เหอะๆ 💩 #จกตา @ โลก http://t.co/fb0pltni5V,ToomPaNuttz
2014-12-26 01:42:37+00:00,คิดถึงจังสมหมายยยยยของเพ่ 55555. #จกตา #ตอแหล #อยากกินส้ม #ซื้อมาฝากดิ้ #MORNING #วันนี้หยุด #สบายดิ่… http://t.co/vBb6OMRJgW,khunpop_pk
2014-12-16 14:32:55+00:00,ตื่นเต้นๆ เกิดอะไรขึ้น 5555555555555555555 #จกตา,jjnstjj
2014-12-12 11:15:07+00:00,แกๆเป็นแฟนเรามั้ย #จกตา,mxsince
2014-12-06 17:14:07+00:00,@Fay_45023 เธอดีเกินไป #จกตา,mxsince
2014-11-25 12:02:37+00:00,"ไปเที่ยวกันมั้ย ??! 

อุต๊ะ 󾌩󾌩✌️ #จกตา http://t.co/vlUguM2emo",Somying1
2014-11-13 12:53:40+00:00,ถ้าสิวหายทั้งหน้าจะยอมชอบผู้หญิง 1 วัน #จกตา #กูเพลีย,byunfrunz
2014-11-11 08:19:46+00:00,อ่อออ อย่างนี้นี่เองงง #จกตา 👌💥,jewlyxxi
2014-10-27 04:28:21+00:00,#จกตา บนรถเท็กซี่. #คนขับถึงกับ??!!!😏😏😏😻😽. #เราจะไปไหนกันต้องดู จาก นาย กรณ์ - https://t.co/pqUAuckugJ,lanussix
2014-10-24 11:03:00+00:00,กุเกลียดใครกุจะจกตาใส่แม่งเล้ยยยยยย #จกตา,40695_
2014-10-24 11:02:24+00:00,55555555 กุจกตา #จกตา,40695_
2014-10-24 10:57:13+00:00,ขอถ่ายงานเสดเคลียการบ้านหมดพี่จะรีบไปเล่นฟิตเนสน่ะ กำลังกายก็จะออก ถ่ายงานก็จะถ่าย โอ้ย งานสำคัญกว่าใช่ไหม ###จกตา,Makawan_Tanthai
